frame,time_sec,abdomen_y_deg,abdomen_x_deg,hip_y_left_deg,hip_y_right_deg,knee_left_deg,knee_right_deg,ankle_y_left_deg,ankle_y_right_deg,shoulder1_left_deg,shoulder1_right_deg,elbow_left_deg,elbow_right_deg
499,8.3208,3.833,60.000,153.357,162.047,123.850,133.101,28.530,29.565,109.764,97.590,128.134,121.510
500,8.3375,3.811,60.000,153.042,162.175,123.433,133.328,28.597,29.772,109.063,97.965,127.494,121.724
501,8.3541,3.789,60.000,155.225,164.248,124.156,133.499,28.701,29.900,110.563,100.427,128.845,123.491
502,8.3708,3.756,60.000,155.603,164.553,124.031,133.645,28.586,29.957,109.347,100.657,127.307,123.539
503,8.3875,3.715,60.000,155.741,165.102,124.210,133.918,28.649,30.156,109.934,99.358,127.731,121.592
504,8.4042,3.682,60.000,155.345,165.857,124.847,134.913,28.511,29.998,110.111,99.012,128.420,121.067
505,8.4208,3.699,60.000,155.782,166.162,125.307,135.222,28.524,30.138,110.509,98.535,129.252,120.820
506,8.4375,3.732,60.000,155.729,166.334,125.698,135.938,28.566,30.274,109.956,98.264,128.832,120.838
507,8.4542,3.743,60.000,153.473,164.441,124.650,135.907,29.593,31.469,109.406,97.657,128.163,119.752
508,8.4709,3.773,60.000,149.786,163.264,120.599,135.059,29.510,31.685,109.436,97.622,128.351,119.535
509,8.4875,3.764,60.000,148.405,162.427,118.849,134.388,29.166,31.271,109.068,98.054,127.872,120.333
510,8.5042,3.753,60.000,145.616,159.626,118.018,133.708,28.198,30.247,107.401,95.470,126.595,118.579
511,8.5209,3.747,60.000,145.559,158.982,117.680,133.521,27.723,29.965,107.156,95.365,126.413,118.621
512,8.5376,3.733,60.000,146.034,158.968,117.882,133.197,27.706,29.865,106.128,95.648,125.112,118.946
513,8.5542,3.726,60.000,145.137,157.746,117.432,132.355,28.382,30.282,106.532,96.003,125.633,119.262
514,8.5709,3.727,60.000,147.298,158.272,119.611,132.738,28.428,30.212,106.564,96.746,125.749,119.943
515,8.5876,3.723,60.000,147.794,158.504,119.896,132.749,28.403,30.106,106.925,96.977,125.702,120.255
516,8.6043,3.686,60.000,154.314,161.507,124.531,133.788,28.671,29.982,107.346,99.130,125.212,122.144
517,8.6209,3.650,60.000,154.577,162.819,124.368,134.484,28.289,29.663,107.403,98.220,125.172,120.759
518,8.6376,3.594,60.000,155.516,164.189,124.163,134.342,28.124,29.630,107.199,98.494,124.153,120.801
519,8.6543,3.522,60.000,155.669,163.690,124.539,134.575,28.271,29.775,107.434,99.088,124.717,122.037
520,8.6710,3.436,60.000,156.129,162.552,127.775,136.471,28.140,29.506,104.901,98.058,122.236,122.037
521,8.6876,3.364,60.000,155.983,162.228,129.910,138.387,27.656,29.090,104.717,97.393,122.827,122.042
522,8.7043,3.276,60.000,154.297,161.221,129.577,138.348,27.818,29.287,105.860,96.065,124.722,120.791
523,8.7210,3.250,60.000,150.033,160.211,126.403,138.681,28.078,29.720,105.911,96.483,125.649,121.515
524,8.7377,3.231,60.000,150.650,160.672,127.119,139.028,28.733,30.216,105.722,97.532,125.367,122.408
525,8.7543,3.220,60.000,148.988,160.550,125.135,138.725,28.565,30.366,105.194,96.946,124.766,121.003
526,8.7710,3.244,60.000,146.424,161.862,121.245,137.407,28.418,30.484,106.907,96.350,126.547,119.599
527,8.7877,3.290,60.000,149.164,164.053,121.432,137.153,28.476,30.696,109.605,98.600,129.195,121.977
528,8.8044,3.336,60.000,150.280,164.315,123.645,137.737,30.218,32.285,110.896,99.474,130.772,123.631
529,8.8210,3.455,60.000,150.011,164.291,122.507,136.802,29.506,31.680,111.011,98.691,130.936,122.986
530,8.8377,3.504,60.000,150.397,165.849,120.965,135.982,28.995,31.271,111.773,98.771,131.750,123.423
531,8.8544,3.507,60.000,151.539,166.539,121.512,135.976,28.211,30.383,111.493,99.170,131.329,124.212
532,8.8711,3.543,60.000,154.600,168.704,124.680,137.909,27.907,29.670,111.389,99.596,130.711,124.421
533,8.8877,3.590,60.000,159.755,170.094,130.960,139.855,28.197,29.587,111.466,99.998,130.598,125.304
534,8.9044,3.605,60.000,163.434,172.373,133.057,140.955,28.465,29.811,112.193,101.899,131.327,125.858
535,8.9211,3.604,60.000,165.662,172.421,136.442,143.707,28.865,30.346,112.059,102.873,131.820,127.363
536,8.9378,3.667,60.000,166.413,172.755,140.294,144.101,29.224,30.229,111.591,102.369,130.860,126.502
537,8.9544,3.622,60.000,166.508,172.748,139.890,143.646,29.125,30.223,111.580,104.169,130.748,128.686
538,8.9711,3.607,60.000,166.686,172.704,139.976,143.782,28.589,29.856,111.584,103.939,129.904,128.356
539,8.9878,3.594,60.000,166.884,172.610,141.144,143.697,28.790,29.868,111.858,102.247,130.559,125.863
540,9.0045,3.595,60.000,167.000,172.611,141.301,143.651,28.864,29.839,111.859,102.260,130.230,125.938
541,9.0211,3.580,60.000,167.063,172.477,141.002,143.405,29.056,30.112,111.813,101.652,130.116,124.932
542,9.0378,3.446,60.000,167.017,171.438,141.537,143.006,30.178,30.889,111.665,101.855,130.015,124.628
543,9.0545,3.377,60.000,167.110,171.687,142.009,142.697,30.192,30.768,111.762,102.320,130.047,124.819
544,9.0712,3.224,60.000,167.314,171.236,142.910,142.779,30.354,30.718,111.350,103.597,129.790,126.632
545,9.0878,3.097,60.000,167.251,169.274,142.783,142.914,30.338,30.629,110.501,103.228,128.871,127.047
546,9.1045,2.968,60.000,166.777,168.678,140.557,141.771,28.820,29.327,109.760,103.003,127.993,126.734
547,9.1212,2.886,60.000,165.704,167.989,139.630,141.876,28.191,28.755,108.972,102.445,127.417,126.394
548,9.1379,2.728,60.000,165.384,167.659,139.516,142.186,28.439,29.031,107.984,102.282,126.036,126.175
549,9.1545,2.659,60.000,163.689,166.123,139.599,142.486,28.971,29.577,107.059,100.453,125.728,124.479
550,9.1712,2.551,60.000,163.976,166.495,139.606,142.629,29.002,29.703,108.082,100.683,126.746,124.513
551,9.1879,2.507,60.000,165.551,168.036,140.692,143.261,28.833,29.401,108.610,100.986,126.946,124.834
552,9.2046,2.511,60.000,166.396,169.036,141.266,144.050,28.762,29.342,109.327,100.116,127.885,124.289
553,9.2212,2.525,60.000,167.699,170.183,142.717,144.455,28.788,29.316,110.172,101.215,129.269,125.521
554,9.2379,2.510,60.000,167.766,170.216,142.684,144.545,28.920,29.429,110.126,101.195,129.032,125.484
555,9.2546,2.517,60.000,168.906,171.656,144.078,145.239,29.134,29.596,111.638,101.855,131.009,126.255
556,9.2713,2.534,60.000,168.887,171.717,143.688,145.071,28.861,29.519,111.520,101.788,130.986,125.777
557,9.2879,2.509,60.000,168.657,170.246,144.279,143.007,29.755,30.142,111.234,101.578,130.689,125.190
558,9.3046,2.456,60.000,168.010,170.136,143.074,142.839,29.561,30.024,111.041,101.498,130.845,125.587
559,9.3213,2.492,60.000,168.320,171.204,142.750,143.277,29.023,29.286,110.759,100.161,130.608,124.517
560,9.3380,2.526,60.000,169.359,172.058,145.237,145.231,28.555,28.961,110.820,100.492,130.790,124.658
561,9.3546,2.528,60.000,169.086,172.133,147.813,145.795,28.674,28.942,110.251,100.195,129.625,124.690
562,9.3713,2.495,60.000,169.370,172.012,146.169,144.574,28.566,28.784,110.311,100.255,129.715,124.449
563,9.3880,2.452,60.000,169.128,171.514,143.767,144.189,29.250,29.914,110.242,100.389,129.817,124.678
564,9.4047,2.393,60.000,169.556,171.788,144.724,144.624,28.623,29.344,110.220,100.305,129.571,124.434
565,9.4213,2.358,60.000,169.430,171.411,144.973,144.632,29.440,29.694,110.828,101.928,130.669,125.736
566,9.4380,2.323,60.000,169.296,170.573,145.842,144.646,30.116,30.053,110.713,101.998,130.764,126.352
567,9.4547,2.214,60.000,169.786,170.663,147.049,144.814,30.277,30.009,110.477,101.777,130.454,126.155
568,9.4714,2.136,60.000,169.866,170.337,148.061,145.014,31.135,30.631,110.376,101.641,130.356,125.775
569,9.4880,2.118,60.000,169.583,169.474,147.856,144.278,31.679,30.834,110.246,101.462,130.063,125.330
570,9.5047,2.025,60.000,170.093,170.030,147.982,144.190,31.432,30.707,110.217,102.929,130.051,127.116
571,9.5214,2.006,60.000,170.472,169.206,150.158,144.426,31.289,30.611,110.027,103.227,129.678,127.447
572,9.5381,1.986,60.000,170.453,169.538,151.896,144.366,30.756,30.138,109.958,103.114,129.399,127.719
573,9.5547,1.913,60.000,170.541,169.742,151.866,144.621,30.654,30.088,109.902,102.989,129.356,127.472
574,9.5714,1.900,60.000,170.336,170.308,151.478,144.747,30.520,30.012,110.584,103.930,129.942,128.655
575,9.5881,1.860,60.000,170.318,170.029,151.223,144.033,30.526,30.071,110.872,104.430,130.234,129.152
576,9.6048,1.855,60.000,170.324,168.019,151.379,141.106,30.975,30.357,110.763,104.653,129.933,129.458
577,9.6214,1.873,60.000,169.635,165.775,146.974,139.610,32.776,32.077,110.753,104.612,130.203,129.289
578,9.6381,1.879,60.000,168.822,165.586,144.982,138.989,32.608,32.368,110.442,104.149,130.012,127.734
579,9.6548,1.891,60.000,164.661,164.657,139.587,138.314,32.797,32.881,110.530,102.136,130.391,125.653
580,9.6715,1.934,60.000,160.641,163.685,135.836,137.103,32.212,32.421,110.095,99.065,129.383,122.571
581,9.6881,1.950,60.000,161.876,163.493,137.929,137.480,32.301,32.331,108.864,98.264,128.304,121.932
582,9.7048,2.049,60.000,157.794,158.695,135.755,134.522,33.127,33.063,108.754,99.470,130.264,125.031
583,9.7215,2.095,60.000,155.896,157.794,134.331,135.148,33.426,33.692,107.687,100.563,129.910,127.520
584,9.7382,2.103,60.000,156.371,154.342,134.609,132.293,33.005,33.437,106.739,99.769,129.706,127.375
585,9.7548,2.220,60.000,157.450,154.858,136.668,133.310,32.461,33.209,105.140,96.074,128.367,124.111
586,9.7715,2.224,60.000,158.900,155.937,136.386,133.840,32.304,33.197,99.936,94.597,122.444,123.990
587,9.7882,2.198,60.000,166.670,161.909,141.483,138.214,33.429,34.108,96.806,97.317,119.806,127.805
588,9.8049,2.289,60.000,168.625,168.358,145.234,143.009,33.133,33.252,97.511,95.618,121.896,128.241
589,9.8215,2.305,60.000,168.922,169.136,145.544,142.449,33.100,33.054,94.969,94.804,118.855,127.777
590,9.8382,2.407,60.000,168.711,171.339,147.181,142.623,33.637,33.018,94.011,95.337,119.515,128.764
591,9.8549,2.502,60.000,167.587,171.441,150.206,142.803,33.753,33.047,93.258,94.999,121.197,129.594
592,9.8716,2.482,60.000,165.911,170.772,151.024,143.446,34.353,33.441,89.177,91.414,119.062,131.350
593,9.8882,2.477,60.000,161.103,166.775,152.113,145.864,35.305,34.457,84.543,88.780,114.211,132.667
594,9.9049,2.468,60.000,150.709,152.153,152.400,147.385,36.253,35.674,84.362,86.239,115.186,131.581
595,9.9216,2.351,60.000,156.153,154.881,153.816,149.742,36.037,35.444,82.804,82.667,125.857,129.725
596,9.9383,2.447,60.000,170.801,172.741,157.923,152.138,33.543,32.763,83.611,72.899,114.609,118.622
597,9.9549,2.440,60.000,169.695,171.590,156.850,150.899,33.310,32.543,81.472,70.815,112.222,108.229
598,9.9716,2.555,60.000,169.156,170.371,155.616,145.496,32.872,31.272,76.936,73.631,108.424,113.636
599,9.9883,2.704,60.000,169.996,171.628,155.868,146.422,34.498,32.882,79.036,70.890,117.158,110.760
600,10.0050,3.034,60.000,168.604,172.797,155.181,149.248,38.409,37.607,64.255,69.998,107.240,112.693
601,10.0216,3.396,60.000,164.951,167.466,153.061,149.348,37.705,36.645,55.416,70.959,96.366,114.306
602,10.0383,3.802,60.000,160.715,165.067,150.063,145.649,41.213,39.741,55.555,65.667,102.136,112.825
603,10.0550,3.825,60.000,160.931,165.737,147.575,140.965,44.295,42.378,52.212,60.687,101.951,117.566
604,10.0717,3.832,60.000,166.569,175.454,146.279,138.490,46.062,43.517,52.697,57.652,103.469,116.153
605,10.0883,3.869,60.000,166.802,170.220,145.641,138.447,47.920,44.954,50.625,54.986,104.842,113.626
606,10.1050,3.885,60.000,166.317,165.487,146.463,142.027,48.100,45.383,47.099,52.470,101.634,113.481
607,10.1217,3.913,60.000,166.298,169.776,148.322,141.577,52.035,48.165,43.438,48.866,100.673,112.391
608,10.1383,3.870,60.000,162.651,175.751,145.742,135.595,52.663,48.164,40.201,45.666,105.249,124.204
609,10.1550,3.742,60.000,162.400,175.935,146.851,139.049,55.355,50.650,37.635,43.307,103.041,119.802
610,10.1717,3.709,60.000,145.000,146.372,137.121,132.081,41.067,39.012,24.863,32.635,88.608,104.900
611,10.1884,3.740,60.000,143.103,140.270,134.103,128.025,34.660,33.480,21.771,32.990,77.687,93.082
612,10.2050,3.922,60.000,144.277,142.101,136.397,130.612,36.931,35.136,20.585,31.552,79.065,97.892
613,10.2217,4.053,60.000,145.205,143.748,135.037,130.318,34.540,33.126,20.123,27.840,86.577,91.920
614,10.2384,4.346,60.000,143.525,145.967,131.573,129.972,33.536,32.766,20.230,26.786,87.150,88.600
615,10.2551,4.365,60.000,135.623,144.595,125.562,128.450,32.276,31.816,17.828,23.886,77.980,84.531
616,10.2717,4.342,60.000,139.405,146.665,125.077,127.890,30.802,30.699,18.295,25.311,77.519,84.896
617,10.2884,4.389,60.000,140.579,145.150,126.670,126.703,31.563,30.909,17.838,21.263,68.652,68.966
618,10.3051,4.354,60.000,139.872,144.502,126.414,125.809,30.744,30.317,17.326,21.386,64.688,68.350
619,10.3218,4.323,60.000,141.999,144.483,128.178,126.512,31.600,31.313,17.569,21.372,66.591,68.306
620,10.3384,4.275,60.000,141.447,144.154,126.931,125.790,31.553,31.627,17.616,21.839,64.382,67.352
621,10.3551,4.163,60.000,141.193,144.621,126.444,125.668,31.640,31.838,17.567,22.830,65.196,69.993
622,10.3718,4.006,60.000,139.396,143.415,125.618,125.290,31.053,31.521,16.957,22.251,64.167,68.996
623,10.3885,3.958,60.000,138.534,143.428,123.982,124.808,30.710,31.010,17.103,22.632,65.417,69.564
624,10.4051,3.918,60.000,137.250,143.534,122.651,124.277,30.874,30.976,17.098,23.001,64.864,70.610
625,10.4218,3.943,60.000,137.852,144.081,122.179,123.554,31.756,31.574,17.820,23.655,65.742,73.689
626,10.4385,3.951,60.000,139.094,143.413,123.276,123.164,32.425,32.138,18.214,23.871,65.640,74.757
627,10.4552,4.047,60.000,141.490,146.592,123.329,123.272,32.816,32.471,19.408,24.645,66.461,76.668
628,10.4718,4.087,60.000,139.417,144.884,121.370,121.748,32.448,32.237,19.264,24.485,65.940,75.722
629,10.4885,4.047,60.000,138.830,144.198,121.303,121.653,32.558,32.434,19.060,24.257,65.798,75.380
630,10.5052,4.025,60.000,140.336,145.316,122.678,122.639,34.055,33.732,19.583,24.789,68.515,79.726
631,10.5219,3.987,60.000,141.771,147.242,123.007,122.811,34.172,33.748,20.177,25.018,70.288,82.237
632,10.5385,3.871,60.000,141.484,146.339,123.303,122.928,34.207,33.701,20.087,24.564,69.415,80.901
633,10.5552,3.743,60.000,140.319,144.909,123.483,123.351,33.594,33.071,19.326,23.684,68.025,77.395
634,10.5719,3.648,60.000,139.253,142.155,124.749,123.738,33.832,33.130,18.608,22.939,68.179,75.602
635,10.5886,3.790,60.000,138.928,140.956,126.396,123.904,34.026,33.049,18.295,22.445,68.090,74.564
636,10.6052,3.826,60.000,140.370,141.204,125.677,123.214,32.239,31.747,18.676,23.021,68.054,75.016
637,10.6219,3.809,60.000,139.460,141.299,125.636,124.281,33.197,33.096,18.711,26.260,71.964,83.576
638,10.6386,3.785,60.000,140.726,142.145,127.154,125.619,33.641,33.236,19.101,26.325,72.130,84.324
639,10.6553,3.792,60.000,144.394,143.336,131.260,128.191,33.988,33.008,19.280,26.985,70.660,85.544
640,10.6719,3.729,60.000,146.387,144.982,133.305,129.659,34.516,33.157,19.670,27.104,70.730,87.105
641,10.6886,3.666,60.000,144.329,143.167,134.413,130.846,36.691,34.858,19.857,28.918,79.026,93.187
642,10.7053,3.487,60.000,147.405,148.087,139.708,135.042,42.769,39.734,22.404,36.110,88.415,128.564
643,10.7220,3.406,60.000,150.383,149.088,142.153,134.818,41.326,37.927,24.152,35.533,78.046,109.468
644,10.7386,3.497,60.000,163.303,166.769,150.011,136.415,51.019,45.044,35.175,37.852,97.682,112.193
645,10.7553,3.529,60.000,165.359,171.359,146.044,134.255,47.352,42.267,38.662,40.878,96.813,112.147
646,10.7720,3.574,60.000,168.045,172.022,147.343,138.265,48.690,44.588,44.462,46.352,101.213,112.295
647,10.7887,3.706,60.000,167.731,171.102,147.282,140.553,47.513,44.264,47.163,49.142,99.196,112.052
648,10.8053,3.756,60.000,157.845,163.048,144.248,138.889,41.546,39.484,47.424,52.813,94.360,111.665
649,10.8220,3.871,60.000,156.658,158.313,145.794,140.661,36.669,34.961,48.251,59.618,90.058,109.722
650,10.8387,3.939,60.000,155.872,157.455,148.104,143.724,34.719,33.204,52.941,62.883,90.873,109.219
651,10.8554,4.043,60.000,157.567,160.905,148.758,145.912,36.743,35.637,55.240,63.695,96.621,113.709
652,10.8720,3.992,60.000,159.585,160.301,148.116,143.405,34.336,33.352,58.525,60.190,90.970,101.888
653,10.8887,4.075,60.000,161.869,168.167,149.090,143.543,32.621,31.281,68.377,65.450,95.228,105.418
654,10.9054,4.146,60.000,165.529,172.232,151.931,144.768,31.083,29.873,81.751,67.164,107.079,104.199
655,10.9221,4.187,60.000,168.702,175.295,157.299,151.982,31.867,31.207,88.910,73.412,117.847,112.164
656,10.9387,4.078,60.000,163.278,172.707,160.000,153.873,31.581,31.020,97.228,83.285,128.005,128.157
657,10.9554,3.958,60.000,163.696,173.184,160.000,153.016,32.305,31.679,99.287,87.281,130.381,134.793
658,10.9721,4.081,60.000,161.699,171.048,159.320,151.887,32.711,31.838,98.611,90.217,129.863,143.915
659,10.9888,4.266,60.000,157.015,172.312,159.149,146.635,32.978,31.693,88.892,93.468,117.852,147.490
660,11.0054,4.497,60.000,163.213,174.425,156.546,142.757,32.441,31.384,91.314,98.285,117.736,144.878
661,11.0221,4.621,60.000,167.173,169.015,154.085,143.913,31.382,30.716,94.511,95.180,122.385,134.156
662,11.0388,4.668,60.000,165.028,167.993,149.041,142.197,31.901,30.833,96.907,94.685,122.902,134.055
663,11.0555,4.719,60.000,165.637,167.944,149.434,141.636,31.854,30.900,98.796,93.121,122.749,129.839
664,11.0721,4.732,60.000,165.415,164.444,148.664,138.173,31.364,30.275,99.317,93.492,121.657,127.430
665,11.0888,4.504,60.000,165.221,158.271,147.858,134.406,29.688,29.773,98.631,94.431,119.959,125.955
666,11.1055,4.458,60.000,162.789,159.711,142.965,133.231,28.297,28.255,101.634,96.368,123.679,128.444
667,11.1222,4.420,60.000,160.859,160.979,142.096,137.387,27.124,27.452,103.152,93.007,125.720,124.399
668,11.1388,4.463,60.000,159.710,164.510,140.282,140.559,26.234,26.905,106.034,92.642,128.974,124.033
669,11.1555,4.440,60.000,158.650,164.173,139.115,140.395,26.860,27.817,109.025,93.474,131.954,128.715
670,11.1722,4.416,60.000,159.867,164.297,139.561,139.953,26.547,28.348,108.730,89.578,129.719,119.833
671,11.1889,4.407,60.000,160.914,167.577,140.136,141.477,26.369,27.668,107.716,85.940,126.991,117.297
672,11.2055,4.409,60.000,161.651,168.524,141.068,143.611,26.684,27.751,108.168,88.951,127.593,117.525
673,11.2222,4.345,60.000,166.135,172.450,145.762,146.440,27.419,28.211,110.869,94.971,130.174,123.298
674,11.2389,4.174,60.000,165.448,171.653,144.477,145.561,27.847,28.253,110.700,98.966,130.067,125.671
675,11.2556,4.071,60.000,163.373,168.390,142.667,145.174,27.703,28.391,110.121,99.512,130.464,127.113
676,11.2722,3.941,60.000,160.104,166.721,138.663,144.988,27.572,28.455,108.939,101.404,129.077,129.102
677,11.2889,3.900,60.000,158.172,166.869,137.019,145.369,28.379,29.017,108.925,101.872,129.505,129.191
678,11.3056,3.873,60.000,159.051,166.756,137.484,145.260,28.475,29.030,109.290,100.429,129.828,127.369
679,11.3223,3.866,60.000,161.108,167.778,138.618,145.372,28.750,29.232,110.081,103.064,130.072,130.568
680,11.3389,3.821,60.000,162.863,169.253,140.330,146.684,28.526,28.966,109.910,103.422,129.725,130.536
681,11.3556,3.793,60.000,162.448,169.152,139.608,146.634,28.595,29.314,110.235,103.698,129.891,130.822
682,11.3723,3.761,60.000,160.940,169.557,137.065,146.449,28.278,29.314,110.649,105.315,130.346,132.775
683,11.3890,3.722,60.000,161.483,169.106,137.651,145.843,28.333,29.232,110.772,105.064,130.172,132.449
684,11.4056,3.712,60.000,160.620,167.514,137.866,145.623,28.057,29.101,110.240,104.201,130.123,131.568
685,11.4223,3.700,60.000,163.073,167.774,140.647,145.497,27.884,28.811,110.175,104.617,129.944,131.609
686,11.4390,3.697,60.000,167.337,170.174,146.915,147.709,27.791,28.457,110.129,104.524,129.464,131.388
687,11.4557,3.681,60.000,168.222,170.813,149.199,149.555,27.262,28.023,109.532,103.882,129.247,131.577
688,11.4723,3.629,60.000,168.523,169.946,151.000,150.019,27.534,28.180,107.906,102.438,127.890,130.065
689,11.4890,3.623,60.000,168.093,169.824,149.789,149.780,27.918,28.692,108.864,102.612,128.545,129.809
690,11.5057,3.608,60.000,168.212,168.715,150.548,148.243,28.930,29.134,108.910,103.207,128.237,129.966
691,11.5224,3.587,60.000,167.965,168.816,150.204,147.335,29.568,29.579,109.854,103.841,129.313,130.435
692,11.5390,3.559,60.000,168.289,170.476,150.089,147.532,29.733,29.716,109.775,105.486,129.217,132.061
693,11.5557,3.539,60.000,168.415,170.466,150.470,147.096,30.156,30.078,110.198,105.513,129.610,132.287
694,11.5724,3.540,60.000,168.466,170.861,150.248,146.692,30.152,30.087,110.245,106.496,129.433,133.358
695,11.5891,3.550,60.000,168.194,170.582,149.086,146.466,29.889,29.957,109.988,105.624,128.903,132.377
696,11.6057,3.557,60.000,168.011,170.276,148.476,146.027,29.755,29.858,110.140,105.372,129.176,132.158
697,11.6224,3.572,60.000,166.870,170.076,145.416,145.478,29.279,29.765,110.407,105.487,129.634,132.153
698,11.6391,3.567,60.000,166.629,169.890,144.720,145.231,29.029,29.644,110.257,105.329,129.101,132.013
699,11.6558,3.568,60.000,166.531,169.798,144.163,144.902,28.688,29.336,110.456,104.981,129.143,131.704
700,11.6724,3.597,60.000,165.283,169.477,142.220,144.478,28.201,29.049,110.739,104.662,129.719,131.461
701,11.6891,3.588,60.000,164.314,168.892,140.855,143.936,27.710,28.717,110.844,103.689,129.775,130.195
702,11.7058,3.586,60.000,163.155,167.121,139.948,142.883,27.661,28.528,110.286,103.884,129.607,130.499
703,11.7225,3.608,60.000,159.938,164.823,136.934,141.517,27.801,28.847,110.139,102.814,130.067,129.423
704,11.7391,3.634,60.000,157.983,163.159,135.775,141.098,28.097,29.159,109.449,102.532,129.681,129.088
705,11.7558,3.663,60.000,158.525,164.154,135.837,141.549,27.693,28.808,109.235,102.540,129.556,128.894
706,11.7725,3.697,60.000,158.803,165.059,136.342,141.776,28.116,29.048,109.711,102.670,129.573,128.939
707,11.7892,3.719,60.000,159.339,165.639,136.718,141.713,28.145,29.066,110.077,102.509,129.723,128.775
708,11.8058,3.726,60.000,158.633,165.888,135.495,141.453,27.992,29.092,110.650,101.232,130.085,127.067
709,11.8225,3.742,60.000,159.353,167.710,134.550,141.175,27.939,29.176,112.488,102.548,132.204,128.094
710,11.8392,3.765,60.000,159.163,167.728,133.675,141.070,27.862,29.194,112.754,102.717,132.435,128.140
711,11.8559,3.794,60.000,158.772,167.476,133.159,140.983,27.808,29.187,112.638,102.073,132.315,127.691
712,11.8725,3.823,60.000,158.955,167.668,133.312,141.221,27.856,29.246,112.616,102.186,132.178,127.818
713,11.8892,3.829,60.000,159.356,167.753,133.936,141.421,27.953,29.267,112.564,102.419,132.010,128.243
714,11.9059,3.834,60.000,160.746,167.755,135.625,141.611,28.175,29.371,112.315,102.581,131.493,128.632
715,11.9226,3.852,60.000,160.991,167.779,136.355,141.875,29.259,30.264,112.992,103.347,132.369,129.195
716,11.9392,3.868,60.000,161.331,167.595,135.964,141.296,29.336,30.384,112.553,104.222,132.129,130.321
717,11.9559,3.915,60.000,160.600,167.603,134.592,140.976,28.989,30.177,112.441,104.434,131.904,130.665
718,11.9726,3.936,60.000,160.884,167.966,134.161,140.724,28.202,29.425,112.215,104.348,131.295,130.656
719,11.9893,3.955,60.000,160.463,167.532,134.124,140.632,28.136,29.300,112.245,104.075,131.058,130.360
720,12.0059,3.972,60.000,160.342,166.980,134.281,140.258,28.345,29.456,112.557,104.049,131.424,130.329
721,12.0226,3.997,60.000,158.774,165.908,133.273,139.667,28.370,29.509,112.676,103.391,131.905,129.641
722,12.0393,4.047,60.000,157.429,164.876,132.738,139.438,28.351,29.517,112.821,102.300,132.109,128.412
723,12.0560,4.100,60.000,158.615,165.079,134.887,140.157,28.187,29.218,112.649,101.156,132.010,127.267
724,12.0726,4.113,60.000,156.914,163.877,133.601,139.722,28.336,29.363,112.136,100.446,131.748,126.694
725,12.0893,4.133,60.000,156.916,163.995,133.609,139.766,28.450,29.508,112.161,100.697,131.640,127.092
726,12.1060,4.132,60.000,157.033,164.620,134.156,140.097,28.974,29.971,112.195,100.033,131.653,126.626
727,12.1227,4.127,60.000,158.344,166.319,134.514,140.485,28.826,29.872,112.735,100.517,132.273,126.969
728,12.1393,4.116,60.000,159.632,167.568,136.243,141.780,29.133,30.075,112.710,100.251,132.632,127.186
729,12.1560,4.111,60.000,159.662,167.849,136.089,142.017,29.025,30.039,112.622,100.468,132.969,127.522
730,12.1727,4.106,60.000,159.399,167.812,135.614,141.933,28.643,29.765,112.456,99.991,132.695,126.954
731,12.1894,4.096,60.000,158.726,167.265,135.225,141.919,28.112,29.318,112.523,97.747,132.643,124.482
732,12.2060,4.076,60.000,155.329,164.786,133.158,141.279,27.920,29.166,111.490,95.971,131.923,123.907
733,12.2227,4.052,60.000,155.399,165.183,133.328,141.695,27.885,29.189,111.624,95.812,132.132,125.227
734,12.2394,4.053,60.000,157.245,166.605,135.047,142.801,27.537,28.947,112.434,95.907,132.979,125.829
735,12.2561,4.039,60.000,157.734,166.420,135.646,142.654,27.825,29.117,112.515,94.531,132.998,124.052
736,12.2727,4.041,60.000,157.562,166.234,135.789,142.728,28.206,29.393,112.899,94.831,133.230,124.075
737,12.2894,4.020,60.000,156.683,165.385,135.827,143.001,28.877,30.074,112.407,95.357,132.781,124.017
738,12.3061,4.013,60.000,155.928,164.907,134.838,142.460,28.799,30.134,112.392,96.424,132.771,123.785
739,12.3228,4.008,60.000,155.982,164.916,134.576,142.162,28.624,29.902,112.385,96.751,132.631,124.239
740,12.3394,3.991,60.000,155.096,165.048,133.099,141.924,28.404,29.871,112.440,96.496,132.454,123.707
741,12.3561,3.958,60.000,152.103,163.789,129.857,140.774,28.440,30.032,112.481,96.547,132.654,123.671
742,12.3728,3.930,60.000,150.546,162.647,128.398,139.869,28.638,30.272,112.474,96.662,132.948,123.824
743,12.3895,3.907,60.000,148.051,160.575,125.586,137.847,28.730,30.426,112.275,98.049,133.095,125.038
744,12.4061,3.881,60.000,148.475,160.617,125.589,138.089,28.307,30.167,111.829,99.909,132.427,126.951
745,12.4228,3.857,60.000,150.160,160.965,127.272,138.333,28.413,30.137,111.891,100.302,132.392,127.523
746,12.4395,3.844,60.000,151.056,161.160,128.224,138.751,28.721,30.409,112.105,101.243,132.575,128.598
747,12.4562,3.821,60.000,152.759,162.159,128.597,138.612,28.515,30.213,112.492,102.091,132.679,129.227
748,12.4728,3.820,60.000,153.516,162.554,129.093,138.673,28.801,30.476,112.578,101.503,132.486,128.020
749,12.4895,3.853,60.000,155.811,164.178,131.014,139.294,28.977,30.615,113.213,102.582,133.060,129.257
750,12.5062,3.896,60.000,157.064,164.633,131.923,139.202,28.480,30.087,112.761,102.100,132.190,128.506
